origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.99,258.32
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.99,236.90
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.01,337.84
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.01,218.50
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.01,132.72
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.01,77.20
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.025,344.07
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.025,225.30
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.025,138.70
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.025,81.10
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.05,351.30
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.05,230.69
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.05,146.55
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.05,90.59
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.1,376.86
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.1,257.37
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.1,162.09
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.1,98.69
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.15,389.92
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.15,268.62
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.15,179.30
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.15,114.72
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.2,401.74
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.2,277.18
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.2,183.70
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.2,119.10
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.25,417.88
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.25,285.10
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.25,189.60
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.25,122.23
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.3,433.48
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.3,294.77
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.3,194.28
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.3,125.55
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.35,445.38
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.35,307.45
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.35,204.37
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.35,129.83
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.4,454.76
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.4,315.44
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.4,211.10
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.4,136.14
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.45,462.62
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.45,321.69
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.45,215.60
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.45,140.56
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.5,470.27
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.5,327.50
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.5,220.44
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.5,144.26
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.55,479.08
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.55,333.40
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.55,225.27
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.55,147.42
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.6,491.06
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.6,345.80
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.6,233.51
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.6,152.72
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.65,500.70
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.65,360.04
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.65,244.00
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.65,159.60
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.7,508.80
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.7,372.31
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.7,264.05
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.7,176.23
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.75,519.80
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.75,380.52
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.75,274.21
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.75,192.80
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.8,531.20
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.8,390.80
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.8,281.05
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.8,197.39
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.85,544.92
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.85,404.20
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.85,290.71
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.85,204.20
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.9,560.40
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.9,420.73
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.9,304.63
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.9,214.21
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.95,603.62
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.95,455.41
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.95,333.30
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.95,236.70
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.975,611.11
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.975,464.70
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.975,340.50
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.975,242.40
2026-02-25,ILI incidence,2026-02-22,1,GR,quantile,0.99,617.71
2026-02-25,ILI incidence,2026-03-01,2,GR,quantile,0.99,469.36
2026-02-25,ILI incidence,2026-03-08,3,GR,quantile,0.99,345.36
2026-02-25,ILI incidence,2026-03-15,4,GR,quantile,0.99,246.70
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.01,1.20
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.01,0.50
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.01,0.20
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.01,0.08
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.025,1.30
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.025,0.60
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.025,0.24
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.025,0.10
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.05,1.36
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.05,0.64
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.05,0.30
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.05,0.10
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.1,1.44
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.1,0.70
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.1,0.32
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.1,0.16
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.15,1.52
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.15,0.80
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.15,0.40
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.15,0.16
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.2,1.60
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.2,0.80
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.2,0.40
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.2,0.16
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.25,1.60
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.25,0.80
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.25,0.40
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.25,0.20
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.3,1.68
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.3,0.88
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.3,0.40
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.3,0.20
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.35,1.70
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.35,0.90
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.35,0.48
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.35,0.20
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.4,1.76
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.4,0.90
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.4,0.48
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.4,0.24
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.45,1.80
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.45,0.96
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.45,0.48
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.45,0.24
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.5,1.84
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.5,1.00
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.5,0.50
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.5,0.24
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.55,1.90
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.55,1.00
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.55,0.50
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.55,0.24
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.6,2.00
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.6,1.04
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.6,0.56
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.6,0.30
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.65,2.00
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.65,1.10
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.65,0.56
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.65,0.30
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.7,2.10
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.7,1.12
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.7,0.60
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.7,0.30
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.75,2.20
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.75,1.20
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.75,0.60
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.75,0.32
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.8,2.24
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.8,1.20
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.8,0.64
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.8,0.32
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.85,2.40
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.85,1.28
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.85,0.70
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.85,0.40
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.9,2.50
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.9,1.36
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.9,0.72
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.9,0.40
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.95,2.80
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.95,1.60
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.95,0.88
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.95,0.48
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.975,3.12
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.975,1.76
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.975,0.96
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.975,0.50
2026-02-25,ILI incidence,2026-02-22,1,HR,quantile,0.99,3.76
2026-02-25,ILI incidence,2026-03-01,2,HR,quantile,0.99,2.08
2026-02-25,ILI incidence,2026-03-08,3,HR,quantile,0.99,1.12
2026-02-25,ILI incidence,2026-03-15,4,HR,quantile,0.99,0.64
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.01,671.36
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.01,563.76
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.01,436.72
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.01,310.64
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.025,681.44
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.025,591.81
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.025,455.20
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.025,322.70
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.05,693.82
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.05,605.51
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.05,487.66
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.05,352.47
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.1,720.40
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.1,624.95
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.1,501.11
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.1,367.59
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.15,754.11
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.15,660.95
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.15,518.47
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.15,375.28
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.2,776.26
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.2,676.00
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.2,536.54
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.2,388.18
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.25,793.64
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.25,696.69
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.25,559.36
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.25,419.20
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.3,813.29
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.3,721.22
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.3,586.34
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.3,444.38
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.35,825.92
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.35,739.06
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.35,609.41
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.35,459.65
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.4,837.46
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.4,755.91
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.4,628.82
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.4,477.95
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.45,846.86
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.45,771.68
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.45,653.38
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.45,503.16
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.5,855.80
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.5,785.47
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.5,665.76
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.5,518.65
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.55,868.47
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.55,798.62
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.55,673.56
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.55,531.36
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.6,882.67
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.6,809.91
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.6,681.74
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.6,540.32
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.65,894.03
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.65,822.00
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.65,696.50
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.65,550.07
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.7,909.13
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.7,833.14
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.7,712.98
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.7,564.87
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.75,921.80
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.75,850.98
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.75,729.52
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.75,585.82
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.8,932.97
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.8,866.76
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.8,747.23
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.8,605.87
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.85,942.00
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.85,889.19
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.85,764.25
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.85,627.84
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.9,960.97
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.9,912.74
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.9,809.94
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.9,667.55
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.95,993.22
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.95,928.80
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.95,847.31
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.95,728.44
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.975,1009.45
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.975,941.05
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.975,859.30
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.975,755.02
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.99,1021.30
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.99,964.50
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.99,872.30
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.99,769.50
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.01,247.52
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.01,217.60
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.01,183.03
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.01,149.18
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.025,253.84
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.025,225.19
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.025,192.59
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.025,159.20
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.05,257.36
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.05,229.84
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.05,198.24
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.05,163.20
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.1,264.40
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.1,239.90
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.1,206.55
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.1,168.50
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.15,271.18
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.15,246.40
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.15,213.04
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.15,175.27
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.2,276.77
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.2,250.50
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.2,217.43
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.2,183.56
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.25,280.40
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.25,254.67
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.25,222.46
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.25,188.02
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.3,283.51
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.3,258.78
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.3,228.40
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.3,193.08
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.35,286.40
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.35,262.37
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.35,232.37
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.35,198.10
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.4,288.40
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.4,266.14
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.4,236.40
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.4,202.28
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.45,290.80
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.45,269.02
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.45,240.15
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.45,206.93
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.5,293.10
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.5,272.56
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.5,245.40
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.5,213.16
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.55,295.60
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.55,276.18
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.55,249.85
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.55,219.11
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.6,299.10
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.6,280.35
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.6,255.84
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.6,224.80
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.65,303.60
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.65,285.90
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.65,260.90
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.65,230.67
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.7,308.69
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.7,292.26
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.7,267.41
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.7,238.60
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.75,313.69
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.75,299.60
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.75,275.45
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.75,245.62
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.8,317.84
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.8,303.90
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.8,282.32
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.8,253.14
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.85,321.80
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.85,308.20
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.85,287.60
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.85,259.93
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.9,325.68
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.9,313.10
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.9,293.01
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.9,267.82
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.95,331.10
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.95,321.30
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.95,305.04
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.95,281.11
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.975,335.52
2026-02-25,ILI incidence,2026-03-01,2,LT,quantile,0.975,330.71
2026-02-25,ILI incidence,2026-03-08,3,LT,quantile,0.975,317.31
2026-02-25,ILI incidence,2026-03-15,4,LT,quantile,0.975,296.81
2026-02-25,ILI incidence,2026-02-22,1,LT,quantile,0.99,339.36
